Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
Saint Norbert College,19.0,39.0,7.0,4.0,0.0,1.0,16.0,29.0,6.0,5.0,7.0,3.0,10.0,22.0,19.0,13.0,4.0,13.0,36.87304075,182.1128527,67.0,53.0,7.0,10.0,De Pere,www.snc.edu,2,WI,1,22,2,1,46575.0,46575.0,1682.0,2132.0,1244.0,1719.0,99,528,1181,915,2067,29,23,31,17,82,0,1914,43,17,53,75.0,74.0,69.0,82,470,5,3,0,14,0,435,7,1,5,47800.0,90400.0,1010.0,1220.0,71.0,89.0,0.027301917999999998,0.492181949,0.226802127,0.452494578,0.7859892959999999,0.12498007800000001,0.500005368,218.0
Seton Hall University,61.0,67.0,3.0,2.0,2.0,7.0,57.0,85.0,3.0,6.0,15.0,7.0,6.0,35.0,82.0,68.0,11.0,18.0,22.0,179.0,156.0,79.0,17.0,6.0,South Orange,www.shu.edu,2,NJ,1,21,2,1,55366.0,55366.0,5896.0,8212.0,4661.0,6096.0,98,1243,3414,2676,5611,474,16,741,1073,1468,23,4752,206,1075,470,65.0,64.0,50.0,84,1340,3,101,148,232,2,713,32,80,29,53900.0,96800.0,1060.0,1230.0,68.0,82.0,0.14368082699999998,0.49273833899999997,0.711872559,0.45948410799999995,0.840531609,0.115439679,0.500004515,179.0
Skidmore College,42.56429652,80.27836611,10.0,3.0,2.0,6.0,25.0,37.0,11.0,7.0,21.0,14.0,15.0,41.0,46.0,72.0,22.0,51.0,36.87304075,182.1128527,49.0,46.0,6.0,4.0,Saratoga Springs,www.skidmore.edu/,2,NY,1,23,2,1,67000.0,67000.0,3081.0,5427.0,1074.0,2031.0,53,383,1607,1027,2626,8,0,146,106,221,0,1676,108,125,260,86.0,86.0,83.0,94,617,0,40,26,49,0,387,21,42,52,51200.0,97300.0,1670.0,2013.0,84.0,100.0,0.006058261999999999,0.475937238,0.574195538,0.451817257,0.8555431920000001,0.090659541,0.5000037310000001,255.0
Stanford University,7.0,14.0,195.0,64.0,15.0,23.0,55.0,52.0,42.0,15.0,28.0,26.0,15.0,32.0,100.0,128.0,13.0,20.0,36.87304075,182.1128527,202.1138329,164.6657061,17.0,24.0,Stanford,www.stanford.edu/,2,CA,1,21,2,1,66696.0,66696.0,22831.0,19666.0,1073.0,1067.0,52,872,3333,3667,6917,83,88,2708,635,1650,27,6263,1147,535,3927,96.0,96.0,76.0,98,1746,16,352,106,253,1,695,177,7,139,73300.0,140400.0,2080.0,2360.0,93.0,105.0,0.02343645,0.49893295,0.773209933,0.450706754,0.849860175,0.081754246,0.500003748,268.0
Suffolk University,47.0,124.0,13.0,14.0,1.0,2.0,19.0,51.0,3.0,0.0,8.0,3.0,10.0,52.0,71.0,96.0,11.0,36.0,36.87304075,182.1128527,339.0,262.0,5.0,8.0,Boston,www.suffolk.edu,2,MA,1,11,2,1,54033.0,54033.0,3492.0,5000.0,2777.0,4218.0,92,993,2936,2505,5082,359,14,558,508,818,3,3726,139,626,1530,56.0,55.0,41.0,74,1269,2,106,72,129,0,498,27,173,262,49000.0,92400.0,1360.0,1680.0,20.0,26.0,0.123276836,0.496953955,0.715589165,0.452899978,0.754412825,0.029377195,0.500004627,152.0
SUNY College at Old Westbury,39.0,46.0,7.0,1.0,3.0,4.0,15.0,27.0,6.0,7.0,3.0,1.0,35.0,131.0,82.0,140.0,11.0,5.0,36.87304075,182.1128527,138.0,121.0,16.0,15.0,Old Westbury,www.oldwestbury.edu,1,NY,1,21,2,1,23163.0,33013.0,1842.0,2632.0,959.0,1282.0,82,377,2396,1729,3095,1030,11,438,1231,932,18,1432,115,114,62,39.0,36.0,20.0,81,1003,2,76,292,215,4,363,23,20,8,45400.0,88800.0,1340.0,1590.0,58.98746082,75.48119122,0.374787644,0.487045117,0.7550972709999999,0.447710231,0.8246572320000001,0.08393634300000001,0.484636257,95.0
SUNY Cortland,45.0,69.0,53.25186289,12.02682563,0.0,6.0,35.0,36.0,3.0,16.0,11.0,3.0,14.0,69.0,89.0,85.0,6.0,14.0,18.0,140.0,69.0,25.0,19.0,3.0,Cortland,www2.cortland.edu,1,NY,1,32,2,1,24366.0,34216.0,5175.0,5885.0,2391.0,3232.0,92,1100,3549,2734,6058,225,9,87,360,731,8,5202,143,340,46,70.0,70.0,47.0,78,1541,2,18,59,138,1,1198,23,99,3,43400.0,81800.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.069067986,0.49166524899999997,0.41947598700000005,0.452968331,0.86685153,0.08816088,0.48587269899999996,187.0
Texas Woman's University,42.56429652,80.27836611,12.0,12.0,8.100638978,17.51118211,11.0,62.0,6.0,26.0,2.0,1.0,5.0,83.0,0.0,35.0,9.0,74.0,69.0,546.0,19.0,208.0,4.0,17.0,Denton,www.twu.edu,1,TX,1,12,2,1,18872.0,28664.0,476.0,4296.0,367.0,3733.0,92,1056,8821,1259,6907,3173,62,1309,2852,3384,24,6732,478,161,284,44.0,41.0,22.0,76,2214,12,176,369,477,5,1055,63,25,32,46800.0,76600.0,1220.0,1560.0,55.0,77.0,0.43143119799999996,0.21862286,0.714462442,0.47084484299999996,0.7431480490000001,0.086579515,0.478793875,107.0
The University of Texas at Tyler,8.0,18.0,23.0,5.0,1.0,5.0,16.0,23.0,5.0,5.0,13.0,6.0,16.0,74.0,12.0,20.0,7.0,16.0,58.0,259.0,146.0,149.0,16.0,14.0,Tyler,www.uttyler.edu/,1,TX,1,12,2,1,21676.0,34156.0,1041.0,1427.0,692.0,899.0,76,517,3582,2736,4599,1719,28,331,906,1333,8,5068,545,232,334,46.0,44.0,27.0,62,1365,4,40,100,205,2,814,155,8,37,47200.0,76300.0,1420.0,1720.0,65.0,85.0,0.396167444,0.49111270799999995,0.630026628,0.47224365700000004,0.76010092,0.087054481,0.475026186,117.0
Trevecca Nazarene University,6.0,6.0,11.0,4.0,8.100638978,17.51118211,4.0,2.0,0.0,2.0,1.0,0.0,4.0,13.0,0.0,1.0,11.0,16.0,8.0,26.0,66.0,95.0,3.0,1.0,Nashville,www.trevecca.edu,2,TN,1,11,2,1,38248.0,38248.0,444.0,768.0,300.0,579.0,100,317,1049,782,1262,560,8,24,433,168,3,1657,57,261,29,48.0,47.0,36.0,77,370,4,4,41,6,0,294,5,14,2,43800.0,74200.0,890.0,1130.0,56.0,76.0,0.42600927899999996,0.489635393,0.565321173,0.46681809,0.689854642,0.11520534199999999,0.500006536,131.0
Union College,3.0,3.0,7.0,1.0,0.0,1.0,9.0,10.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,4.0,2.0,9.0,33.0,8.0,9.0,1.0,0.0,Lincoln,www.ucollege.edu,2,NE,1,11,2,1,33958.0,33958.0,512.0,849.0,267.0,497.0,99,155,493,321,714,94,5,38,60,146,9,528,43,13,61,43.0,38.0,25.0,71,148,2,7,7,22,0,87,11,1,11,48062.46377,87463.33333,905.0,1140.0,57.0,78.0,0.205859619,0.478263235,0.621512917,0.45774258100000004,0.792827356,0.11623672199999999,0.5000073620000001,106.0
University of Houston-Clear Lake,7.0,20.0,35.0,8.0,8.100638978,17.51118211,20.0,24.0,12.0,11.0,12.0,4.0,21.0,109.0,21.0,48.0,9.0,21.0,8.0,57.0,132.0,189.0,17.0,22.0,Houston,www.uhcl.edu/home,1,TX,1,21,2,1,24170.0,36218.0,393.0,621.0,276.0,387.0,71,144,3552,1875,2621,2806,18,578,773,2417,12,3303,218,93,1494,59.11773050000001,56.78439716,37.60851064,71,1298,2,88,98,431,0,599,38,13,29,48200.0,89400.0,940.0,1120.0,19.0,24.0,0.499511018,0.452339604,0.7488803959999999,0.455177558,0.802905235,0.04007686,0.48010586299999997,153.5106383
University of Sioux Falls,4.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,3.0,2.0,0.0,5.0,12.0,2.0,0.0,0.0,8.0,12.0,77.0,33.0,43.0,1.0,0.0,Sioux Falls,www.usiouxfalls.edu/,2,SD,1,12,2,1,38785.0,38785.0,651.0,1082.0,608.0,989.0,100,238,725,499,1009,204,6,12,49,10,2,1340,41,13,9,48.0,47.0,35.0,72,288,1,2,6,9,1,257,9,1,2,41700.0,68400.0,910.0,1090.0,59.0,76.0,0.280019263,0.48334883100000003,0.18121942300000002,0.47059949700000003,0.710859729,0.11852268099999999,0.500006446,130.0
University of South Carolina-Upstate,19.0,39.0,39.0,31.0,1.0,2.0,15.0,26.0,5.0,3.0,2.0,0.0,10.0,62.0,16.0,19.0,25.0,15.0,27.0,281.0,88.0,85.0,15.0,3.0,Spartanburg,www.uscupstate.edu,1,SC,1,22,2,1,24261.0,35259.0,1339.0,2617.0,757.0,1505.0,96,747,3588,2048,4549,1087,15,147,1561,276,3,3421,214,271,88,43.0,40.0,24.0,70,1160,1,28,254,53,2,751,36,17,18,43500.0,77300.0,1260.0,1540.0,52.0,67.0,0.311394238,0.462751119,0.601808935,0.46085942399999996,0.792159543,0.078237616,0.482936617,107.0
University of the Incarnate Word,12.0,28.0,27.0,4.0,5.0,3.0,34.0,89.0,5.0,3.0,6.0,2.0,10.0,77.0,6.0,20.0,22.0,41.0,33.0,108.0,267.0,303.0,9.0,4.0,San Antonio,www.uiw.edu,2,TX,1,11,2,1,44862.0,44862.0,1465.0,2585.0,1346.0,2389.0,100,913,3910,2535,4076,2369,24,338,627,4621,20,1909,110,488,529,43.0,40.0,19.0,77,1357,6,26,101,820,4,277,10,60,53,44200.0,70600.0,860.0,1060.0,51.0,69.0,0.46499767200000003,0.47731629799999997,0.653543859,0.47356213799999997,0.7005715859999999,0.110780948,0.5000055729999999,102.0
University of Wisconsin-Platteville,42.56429652,80.27836611,29.0,3.0,1.0,2.0,25.0,50.0,8.0,5.0,7.0,12.0,10.0,29.0,24.0,11.0,14.0,27.0,36.87304075,182.1128527,85.0,81.0,7.0,3.0,Platteville,www.uwplatt.edu,1,WI,1,32,2,1,18810.0,26660.0,2292.0,1239.0,2189.0,1141.0,83,1395,2763,5215,7240,738,18,128,204,274,12,7878,151,32,248,58.0,54.0,19.0,75,1399,1,16,10,31,2,1306,23,2,8,53600.0,92800.0,1248.4038460000002,1527.7227560000001,61.0,78.0,0.167915698,0.452826224,0.22191265699999999,0.464155579,0.830647191,0.090848598,0.485108159,131.0
University of Wisconsin-Superior,24.0,23.0,4.0,0.0,8.100638978,17.51118211,11.0,12.0,0.0,2.0,3.0,2.0,2.0,17.0,19.0,5.0,6.0,23.0,2.0,7.0,42.0,39.0,1.0,4.0,Superior,www.uwsuper.edu,1,WI,1,22,2,1,19258.0,26831.0,407.0,599.0,380.0,566.0,81,263,1447,923,1627,743,45,27,55,56,3,2031,80,10,190,45.0,41.0,14.0,67,441,14,3,9,3,1,385,8,3,15,42700.0,74100.0,1248.4038460000002,1527.7227560000001,59.0,78.0,0.43061877,0.47575879,0.33130205,0.46386767700000003,0.8443439859999999,0.089664436,0.486511253,100.0
Viterbo University,1.0,1.0,53.25186289,12.02682563,0.0,4.0,6.0,12.0,2.0,0.0,4.0,0.0,2.0,13.0,3.0,3.0,9.0,21.0,15.0,192.0,43.0,44.0,18.00580552,12.00435414,La Crosse,www.viterbo.edu,2,WI,1,13,2,1,38160.0,38160.0,502.0,928.0,257.0,689.0,100,315,1404,466,1351,519,6,28,50,66,2,2496,48,22,38,50.0,47.0,31.0,78,459,0,10,12,10,0,407,3,3,14,46400.0,76300.0,1040.0,1160.0,61.0,77.0,0.40123775799999994,0.37439678600000004,0.178572802,0.47031294,0.743387896,0.11112929099999999,0.500006551,128.0
Washburn University,17.0,31.0,13.0,1.0,3.0,4.0,12.0,10.0,4.0,1.0,4.0,5.0,11.0,26.0,18.0,10.0,16.0,14.0,33.0,183.0,61.0,46.0,12.0,14.0,Topeka,www.washburn.edu,1,KS,1,12,2,1,19862.0,29494.0,4901.4245009999995,6153.725071,2628.170274,3496.803419,92,695,3446,2347,4355,1434,36,81,328,455,3,4183,246,984,299,42.0,37.0,17.0,68,789,5,11,29,32,0,583,28,80,21,44800.0,75100.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.372765091,0.48208795,0.56867297,0.468072582,0.785861487,0.08816088,0.480967285,96.0
Washington and Lee University,6.0,30.0,5.0,1.0,3.0,10.0,18.0,27.0,9.0,8.0,23.0,9.0,1.0,18.0,44.0,43.0,1.0,16.0,36.87304075,182.1128527,72.0,45.0,10.0,8.0,Lexington,www.wlu.edu/,2,VA,1,32,2,1,63500.0,63500.0,2672.0,2705.0,648.0,636.0,60,282,912,942,1850,3,2,68,56,95,0,1747,64,45,95,91.0,90.0,86.0,96,470,2,17,10,17,0,378,16,9,21,59700.0,131700.0,1960.0,2200.0,89.0,99.0,0.003234496,0.500138846,0.347301996,0.42924822100000004,0.809832098,0.082756478,0.500003937,267.0
Webster University,45.0,51.0,40.0,12.0,1.0,3.0,3.0,10.0,1.0,1.0,22.87101449,13.82318841,9.0,45.0,17.0,24.0,74.0,76.0,1.0,29.0,99.0,93.0,4.0,3.0,Saint Louis,www.webster.edu,2,MO,1,21,2,1,44054.0,44054.0,803.0,1191.0,475.0,644.0,96,441,1813,1447,2206,1054,65,367,5609,1071,39,6444,289,852,520,61.0,59.0,46.0,78,792,2,15,113,31,2,519,17,64,29,43200.0,80500.0,1480.0,1865.0,60.0,83.0,0.437697589,0.493849218,0.676643581,0.45454170299999996,0.83059492,0.07865634,0.500005675,166.0
West Virginia University Institute of Technology,42.56429652,80.27836611,5.0,0.0,8.100638978,17.51118211,0.0,8.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,2.0,33.50215827,53.329496400000004,2.0,1.0,4.0,7.0,18.00580552,12.00435414,Montgomery,www.wvutech.edu,1,WV,1,41,2,1,19982.0,30062.0,583.0,346.0,342.0,229.0,97,251,492,771,1023,240,7,15,90,48,0,924,32,44,103,21.0,20.0,4.0,57,147,1,3,15,6,1,105,1,3,12,54100.0,100600.0,830.0,1090.0,52.0,72.0,0.308073374,0.475977881,0.450552291,0.45482823899999997,0.7397718409999999,0.114025937,0.47972402399999997,45.0
Wheaton College,14.0,20.0,7.0,3.0,3.0,19.0,25.0,29.0,7.0,7.0,20.0,10.0,11.0,24.0,39.0,41.0,11.0,25.0,11.0,27.0,49.0,24.0,10.0,2.0,Wheaton,www.wheaton.edu,2,IL,1,21,2,1,46310.0,46310.0,779.0,1172.0,612.0,778.0,84,509,1307,1156,2450,13,3,241,85,140,0,2125,128,90,117,87.0,87.0,74.0,95,607,0,50,8,28,0,480,31,1,9,48062.46377,87463.33333,1790.0,2110.0,88.0,106.0,0.01050478,0.49832302799999995,0.461349385,0.45774258100000004,0.889491447,0.09030395,0.500005398,248.0
Alverno College,0.0,18.0,0.0,4.0,8.100638978,17.51118211,0.0,22.0,0.0,3.0,0.0,4.0,0.0,27.0,0.0,6.0,0.0,3.0,0.0,140.0,0.0,70.0,0.0,3.0,Milwaukee,www.alverno.edu,2,WI,1,11,2,1,38551.0,38551.0,0.0,613.0,2628.170274,473.0,100,193,1556,2,1098,460,20,108,322,398,8,1243,70,5,35,45.0,39.0,11.0,69,383,6,13,57,63,2,229,11,0,2,44200.0,66100.0,1150.0,1665.0,47.0,65.0,0.41642241799999996,0.002565745,0.627188839,0.48029342,0.749640559,0.07362568900000001,0.500006485,95.0
Augustana University,0.0,2.0,5.0,1.0,3.0,11.0,20.0,26.0,4.0,2.0,3.0,2.0,3.0,12.0,8.0,16.0,5.0,9.0,9.0,60.0,31.0,28.0,8.0,2.0,Sioux Falls,www.augie.edu,2,SD,1,12,2,1,40824.0,40824.0,671.0,792.0,396.0,556.0,100,396,962,651,1533,76,3,14,35,42,1,1557,37,1,147,67.0,66.0,48.0,84,341,1,2,5,3,0,310,2,0,18,44800.0,83400.0,1000.0,1310.0,68.0,84.0,0.090062429,0.48171109700000003,0.274400101,0.454675337,0.8419110559999999,0.115900658,0.500006124,181.0
Barton College,4.0,6.0,53.25186289,12.02682563,8.100638978,17.51118211,4.0,11.0,3.0,2.0,22.87101449,13.82318841,2.0,1.0,0.0,2.0,4.0,7.0,4.0,50.0,17.0,10.0,1.0,0.0,Wilson,https://www.barton.edu/,2,NC,1,31,2,1,44286.0,44286.0,953.0,1967.0,370.0,850.0,99,184,687,298,798,186,7,9,228,62,1,582,29,93,36,49.0,48.0,41.0,67,216,1,0,35,12,0,142,5,14,7,42600.0,70200.0,850.0,1050.0,51.0,69.0,0.306900231,0.42244645299999994,0.631460916,0.470069808,0.84419133,0.111809101,0.500005645,138.0
Benedictine College,6.0,12.0,7.0,2.0,1.0,5.0,12.0,10.0,5.0,2.0,6.0,3.0,5.0,21.0,23.0,11.0,2.0,12.0,2.0,26.0,50.0,22.0,4.0,3.0,Atchison,www.benedictine.edu,2,KS,1,32,2,1,42230.0,42230.0,1011.0,1334.0,994.0,1331.0,99,484,1174,959,2091,42,7,22,62,112,23,1747,76,81,59,60.0,59.0,43.0,77,369,2,5,12,20,1,292,7,17,13,45800.0,88300.0,1003.0,1290.0,61.0,84.0,0.038623823,0.495152121,0.35747626299999996,0.449781781,0.860115095,0.11192132,0.50000592,162.0
Buena Vista University,5.0,6.0,5.0,0.0,8.100638978,17.51118211,7.0,15.0,0.0,2.0,0.0,1.0,10.0,44.0,2.0,0.0,3.0,7.0,1.0,2.0,76.0,85.0,1.0,3.0,Storm Lake,www.bvu.edu,2,IA,1,33,2,1,44788.0,44788.0,693.0,679.0,462.0,472.0,99,199,1282,694,1227,745,15,28,35,88,3,1859,25,188,81,53.0,53.0,43.0,78,528,6,5,15,20,0,423,5,47,7,39700.0,69700.0,1248.4038460000002,1527.7227560000001,56.0,72.0,0.47036748899999997,0.455956542,0.349556404,0.46240509,0.667398695,0.084294204,0.500005582,149.0
Butler University,28.0,63.0,8.0,3.0,0.0,6.0,11.0,36.0,2.0,2.0,28.0,19.0,6.0,26.0,25.0,34.0,17.0,63.0,8.0,72.0,143.0,102.0,8.0,3.0,Indianapolis,www.butler.edu,2,IN,1,11,2,1,54857.0,54857.0,4254.0,5689.0,2913.0,4090.0,94,907,2406,1622,3986,42,7,136,190,181,0,3933,101,185,64,75.0,74.0,51.0,89,838,2,23,25,26,0,716,10,31,5,48900.0,96700.0,1560.0,1860.0,74.0,90.0,0.020641701000000002,0.48117757299999997,0.32238369,0.44611370100000003,0.823482831,0.08735447199999999,0.500004557,200.0
California State University-Channel Islands,53.0,86.0,32.0,3.0,1.0,6.0,35.0,72.0,8.0,14.0,19.0,15.0,77.0,239.0,65.0,114.0,22.0,48.0,17.0,77.0,130.0,90.0,21.0,11.0,Camarillo,www.csuci.edu,1,CA,1,22,2,1,27445.0,38605.0,2991.0,6526.0,1878.0,4559.0,82,761,3858,2082,4737,1203,23,354,143,2966,5,1980,307,378,11,56.0,52.0,21.0,79,1491,10,68,32,602,0,591,64,106,18,47700.0,86200.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.323071938,0.45537918299999997,0.658099326,0.45866724799999997,0.855451559,0.08816088,0.485733122,129.0
Carson-Newman University,9.0,6.0,53.25186289,12.02682563,3.0,1.0,6.0,10.0,4.0,1.0,2.0,3.0,10.0,25.0,8.0,5.0,6.0,16.0,13.0,45.0,51.0,14.0,4.0,1.0,Jefferson City,www.cn.edu,2,TN,1,23,2,1,39760.0,39760.0,2228.0,3643.0,1292.0,2162.0,100,486,1011,741,1671,81,8,11,184,57,0,1978,43,128,119,50.0,50.0,37.0,65,341,1,3,22,7,0,291,8,1,8,40900.0,68800.0,880.0,1100.0,57.0,77.0,0.088241162,0.48840388700000004,0.37732082100000003,0.467662391,0.852291755,0.118794273,0.500006288,137.0
Central College,5.0,9.0,11.0,2.0,5.0,8.0,29.0,31.0,4.0,3.0,7.0,5.0,8.0,14.0,7.0,17.0,3.0,5.0,5.0,7.0,20.0,18.0,2.0,3.0,Pella,www.central.edu,2,IA,1,32,2,1,49214.0,49214.0,1341.0,1730.0,858.0,1116.0,100,429,670,604,1254,19,3,18,27,54,1,1102,14,39,16,65.0,65.0,62.0,78,280,1,2,1,10,2,250,3,10,1,46200.0,83100.0,880.0,1160.0,59.0,78.0,0.02942833,0.49904982200000003,0.2484286,0.45928187200000004,0.867918695,0.11799494699999999,0.50000508,192.0
Coe College,0.0,7.0,7.0,0.0,1.0,0.0,7.0,17.0,4.0,4.0,13.0,2.0,6.0,36.0,10.0,15.0,5.0,8.0,3.0,27.0,34.0,16.0,7.0,1.0,Cedar Rapids,www.coe.edu,2,IA,1,12,2,1,53490.0,53490.0,1344.0,2113.0,831.0,1359.0,100,375,822,589,1369,33,1,40,83,123,2,1009,43,48,62,68.0,67.0,61.0,77,286,0,5,13,19,0,228,6,11,4,46000.0,82000.0,1530.0,1873.0,64.0,82.0,0.04600036,0.48671079799999994,0.473999125,0.46045281600000004,0.8717296370000001,0.078914206,0.500004674,196.0
College of the Ozarks,5.0,10.0,8.0,1.0,1.0,1.0,5.0,3.0,6.0,3.0,0.0,3.0,1.0,9.0,2.0,3.0,6.0,7.0,10.0,23.0,19.0,11.0,4.0,3.0,Point Lookout,www.cofo.edu,2,MO,1,32,2,1,28992.0,28992.0,1108.0,2014.0,156.0,230.0,100,248,764,677,1415,26,5,9,12,26,3,1337,24,0,25,65.0,65.0,50.0,74,293,2,0,3,7,0,267,3,1,10,38300.0,66400.0,1435.0,1593.0,61.0,75.0,0.035459557,0.498523402,0.138468656,0.463988946,0.8712121209999999,0.082297967,0.5000086229999999,180.0
CUNY Bernard M Baruch College,16.0,27.0,119.0,39.0,1.0,1.0,8.0,13.0,20.0,13.0,22.87101449,13.82318841,41.0,110.0,68.0,52.0,6.0,7.0,36.87304075,182.1128527,1245.0,1447.0,6.0,8.0,New York,www.baruch.cuny.edu,1,NY,1,11,2,1,30571.0,37681.0,9314.0,10550.0,3123.0,3320.0,82,1043,7523,7731,11514,3740,28,5411,1737,3779,36,4812,273,0,2357,70.0,67.0,39.0,91,3375,3,1131,266,567,13,908,51,0,436,54500.0,103000.0,1140.0,1320.0,58.98746082,75.48119122,0.37015942399999996,0.499939807,0.7784545079999999,0.452590427,0.400047573,0.09832336300000001,0.494581263,176.0
DePauw University,21.0,48.0,37.0,8.0,3.0,9.0,16.0,32.0,8.0,7.0,10.0,6.0,4.0,25.0,74.0,48.0,10.0,26.0,36.87304075,182.1128527,1.0,1.0,6.0,4.0,Greencastle,www.depauw.edu,2,IN,1,32,2,1,60888.0,60888.0,2407.0,2775.0,1511.0,1845.0,99,509,1227,1038,2258,7,6,79,117,82,0,1574,150,72,185,79.0,79.0,74.0,94,541,2,22,30,18,0,380,28,10,51,52300.0,109400.0,1580.0,1910.0,74.0,89.0,0.006164635,0.49673788399999996,0.50439161,0.43765475600000003,0.8085831,0.08528302300000001,0.500004106,232.0
Dickinson State University,4.0,5.0,13.0,1.0,8.100638978,17.51118211,1.0,3.0,15.90987124,11.50071531,0.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,12.0,20.0,39.0,3.0,2.0,Dickinson,www.dickinsonstate.edu,1,ND,1,33,2,1,17507.0,20077.0,158.0,189.0,144.0,179.0,89,162,784,526,1015,295,13,10,56,72,5,1015,36,32,78,41.0,38.0,15.0,57,199,1,0,7,9,2,157,4,5,14,43800.0,75300.0,830.0,1080.0,51.0,66.0,0.34922643600000003,0.48097318,0.397251975,0.46502811,0.8210625640000001,0.10883185599999999,0.497675318,94.0
