Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
University of Colorado Boulder,202.0,359.0,121.0,19.0,45.0,72.0,332.0,432.0,77.0,38.0,112.0,24.0,121.0,313.0,410.0,287.0,124.0,158.0,2.0,57.0,480.0,292.0,47.0,26.0,Boulder,www.colorado.edu,1,CO,1,12,2,1,29215.0,52763.0,16619.0,14706.0,12746.0,12195.0,59,3434,12130,15012,25393,1749,101,1662,518,3244,21,22804,1365,617,2724,72.0,70.0,44.0,86,5497,15,291,59,497,4,4197,206,71,157,53400.0,109600.0,1070.0,1300.0,72.0,90.0,0.120577459,0.49438087399999997,0.504554643,0.44056426,0.865390122,0.119822261,0.45874994700000005,186.0
University of Kansas,122.0,273.0,62.0,12.0,24.0,57.0,110.0,138.0,40.0,12.0,57.0,21.0,57.0,169.0,160.0,77.0,97.0,152.0,113.0,381.0,447.0,230.0,35.0,17.0,Lawrence,www.ku.edu,1,KS,1,13,2,1,25215.0,41999.0,6995.0,8160.0,6402.0,7763.0,82,3266,9666,9579,17376,1869,140,1157,1051,1640,9,19032,1218,502,2510,64.0,62.0,36.0,80,4158,13,168,146,253,4,3201,162,37,174,49500.0,95200.0,1248.4038460000002,1527.7227560000001,65.0,85.0,0.175378294,0.500015763,0.49679323799999997,0.45013012799999996,0.8645571479999999,0.09730221900000001,0.46882946299999995,162.0
University of Kentucky,203.0,258.0,86.0,10.0,24.0,45.0,120.0,119.0,40.0,15.0,67.0,19.0,52.0,161.0,134.0,79.0,35.0,106.0,47.0,302.0,508.0,275.0,35.0,20.0,Lexington,www.uky.edu,1,KY,1,11,2,1,27928.0,42778.0,7787.0,10938.0,6879.0,9806.0,93,4782,12069,10636,21046,1659,64,813,2020,1142,29,22077,864,995,1723,62.0,60.0,34.0,83,4540,9,111,265,152,5,3612,105,151,130,48400.0,91700.0,1500.0,1860.0,73.0,94.0,0.135463429,0.498030256,0.437145976,0.452242655,0.85031675,0.090239769,0.47795159200000004,156.0
University of Massachusetts-Amherst,122.0,191.0,151.0,20.0,37.0,84.0,288.0,324.0,70.0,38.0,76.0,32.0,119.0,305.0,376.0,263.0,43.0,86.0,49.0,493.0,472.0,427.0,71.0,32.0,Amherst,www.umass.edu,1,MA,1,21,2,1,29268.0,46501.0,19239.0,20891.0,11143.0,12260.0,86,4018,11161,11587,20994,1754,36,2409,1115,1540,16,18546,722,2372,2513,75.0,73.0,59.0,91,5843,12,478,215,284,1,3977,133,610,133,53500.0,99300.0,1130.0,1310.0,25.0,30.0,0.142327044,0.49984662399999996,0.573584459,0.455081478,0.8703490340000001,0.043133581,0.474141485,207.0
University of Missouri-Columbia,208.0,524.0,137.0,17.0,28.0,65.0,163.0,169.0,35.0,24.0,64.0,29.0,76.0,195.0,159.0,156.0,42.0,71.0,179.0,721.0,590.0,374.0,44.0,26.0,Columbia,missouri.edu/,1,MO,1,12,2,1,25916.0,42290.0,9869.0,12119.0,7690.0,9490.0,81,5186,14410,13381,26851,940,64,779,2542,1213,15,26903,949,452,2507,71.0,70.0,47.0,87,6283,11,137,414,219,4,5067,174,50,207,49100.0,95700.0,1060.0,1300.0,70.0,86.0,0.06536203900000001,0.499332491,0.411255782,0.44821800799999995,0.844031522,0.11636382,0.471190861,188.0
University of Nevada-Reno,61.0,126.0,63.0,27.0,16.0,45.0,148.0,162.0,21.0,10.0,39.0,26.0,44.0,154.0,162.0,176.0,21.0,49.0,88.0,325.0,324.0,244.0,24.0,14.0,Reno,www.unr.edu/,1,NV,1,12,2,1,23500.0,37410.0,4311.0,5227.0,3663.0,4545.0,90,3007,9321,8449,15439,2329,150,1493,711,3576,109,12594,1197,351,717,57.0,51.0,18.0,81,3372,20,229,107,572,14,2170,200,15,45,50300.0,90700.0,1430.0,1760.0,69.0,86.0,0.227806443,0.49882406700000004,0.5997688379999999,0.458955018,0.857625381,0.088407678,0.473931415,126.0
University of New Hampshire-Main Campus,62.0,110.0,47.0,5.0,15.0,37.0,87.0,199.0,16.0,7.0,29.0,9.0,56.0,160.0,117.0,68.0,22.0,45.0,27.0,188.0,331.0,219.0,44.0,16.0,Durham,www.unh.edu,1,NH,1,23,2,1,32200.0,46000.0,8533.0,10722.0,6303.0,8834.0,86,2784,7018,6012,12641,382,29,323,199,493,3,12045,248,1391,620,81.0,80.0,64.0,85,2854,9,56,30,76,1,2283,27,299,73,50600.0,96100.0,1490.0,1800.0,65.0,84.0,0.056948994,0.497057729,0.372876505,0.451904466,0.8488637659999999,0.08292283,0.484435261,225.0
University of Oregon,180.0,362.0,81.0,11.0,50.0,101.0,195.0,232.0,34.0,10.0,45.0,25.0,103.0,204.0,666.0,444.0,144.0,173.0,1.0,43.0,418.0,295.0,44.0,21.0,Eugene,www.uoregon.edu,1,OR,1,12,2,1,25815.0,48495.0,9970.0,12030.0,6771.0,9557.0,76,2959,10811,9727,18890,1648,146,1329,472,2268,106,14549,1400,488,3274,69.0,67.0,44.0,88,4661,20,263,83,405,22,3013,250,34,571,47600.0,93900.0,1000.0,1230.0,64.0,82.0,0.147612797,0.498631403,0.602132951,0.44647046,0.8372711290000001,0.115392522,0.45343016700000005,180.0
University of Vermont,15.0,74.0,26.0,4.0,25.0,25.0,99.0,138.0,17.0,19.0,18.0,7.0,34.0,108.0,126.0,107.0,25.0,42.0,33.0,189.0,182.0,79.0,32.0,21.0,Burlington,www.uvm.edu,1,VT,1,13,2,1,31960.0,55024.0,10747.0,14527.0,7009.0,10898.0,94,2143,6106,4867,10272,701,20,401,183,512,4,10022,342,591,740,76.0,76.0,65.0,86,2318,4,45,15,89,1,1953,58,99,54,49500.0,96800.0,1640.0,1940.0,81.0,98.0,0.119616708,0.493670259,0.380178625,0.447738941,0.871980945,0.090727084,0.464852496,217.0
University of Virginia-Main Campus,42.56429652,80.27836611,84.0,21.0,35.0,77.0,87.0,146.0,34.0,33.0,88.0,45.0,40.0,166.0,335.0,312.0,22.0,69.0,12.0,150.0,196.0,144.0,75.0,56.0,Charlottesville,www.virginia.edu/,1,VA,1,23,2,1,31186.0,60530.0,14970.0,15870.0,4278.0,4908.0,43,1608,9318,7418,15974,762,38,2467,1350,1277,14,14516,929,1272,2020,94.0,93.0,86.0,97,3963,6,469,221,225,0,2475,176,197,194,59500.0,118400.0,1870.0,2180.0,93.0,110.0,0.086920309,0.49358522,0.603890218,0.445193904,0.8657270640000001,0.09092690699999999,0.448822756,273.0
University of Wisconsin-Madison,119.0,287.0,174.0,26.0,74.0,155.0,436.0,550.0,92.0,57.0,89.0,49.0,64.0,200.0,475.0,306.0,29.0,108.0,86.0,361.0,471.0,398.0,74.0,55.0,Madison,www.wisc.edu,1,WI,1,12,2,1,25230.0,47480.0,13856.0,14151.0,7464.0,8670.0,60,3737,15741,15250,29414,1577,101,2243,953,1986,45,30257,1122,475,5534,84.0,83.0,55.0,96,6919,15,373,113,299,8,5321,177,23,590,53400.0,98400.0,1780.0,2100.0,87.0,103.0,0.096595882,0.499890625,0.475948914,0.456063871,0.869018255,0.089029354,0.453185118,222.0
Bowling Green State University-Main Campus,35.0,57.0,21.0,4.0,6.0,8.0,42.0,96.0,15.0,10.0,17.0,8.0,31.0,90.0,52.0,38.0,67.0,147.0,86.0,281.0,191.0,122.0,12.0,5.0,Bowling Green,www.bgsu.edu,1,OH,1,31,2,1,24361.0,31897.0,5747.0,8885.0,4105.0,6530.0,95,2869,8174,6160,13413,921,36,147,1492,649,9,12830,516,460,769,56.0,54.0,31.0,78,2939,12,20,233,103,1,2382,74,62,52,44500.0,83700.0,900.0,1150.0,55.0,72.0,0.120257189,0.490163355,0.41207713799999995,0.45325520700000005,0.8411490859999999,0.109918364,0.491036853,141.0
Colorado State University-Fort Collins,127.0,218.0,93.0,10.0,11.0,29.0,185.0,334.0,28.0,20.0,48.0,23.0,60.0,148.0,216.0,191.0,58.0,145.0,12.0,15.0,423.0,293.0,57.0,27.0,Fort Collins,www.colostate.edu,1,CO,1,12,2,1,24722.0,42016.0,8435.0,10121.0,6554.0,8443.0,75,3170,12293,11624,22603,1314,190,842,691,3036,47,21937,650,1397,1824,66.0,64.0,37.0,87,4820,18,80,86,454,8,3632,150,217,175,49900.0,92300.0,1040.0,1250.0,66.0,84.0,0.10384753599999999,0.499629681,0.469771809,0.455550055,0.846823535,0.115439679,0.46643210399999996,167.0
Florida International University,167.0,484.0,268.0,51.0,10.0,25.0,216.0,385.0,21.0,10.0,88.0,62.0,246.0,943.0,343.0,368.0,63.0,83.0,140.0,447.0,1003.0,1249.0,41.0,25.0,Miami,www.fiu.edu,1,FL,1,21,2,1,23512.0,35910.0,8677.0,12765.0,4433.0,6373.0,86,3242,22828,18204,29619,11413,43,1364,6082,31320,58,5603,1130,480,3702,58.0,52.0,20.0,88,9076,6,229,1020,6009,7,890,188,90,637,46200.0,86900.0,1480.0,1740.0,71.0,84.0,0.401573843,0.493662228,0.570220336,0.453251134,0.817911726,0.087659444,0.47824204299999995,130.0
Miami University-Oxford,95.0,232.0,36.0,3.0,9.0,33.0,89.0,129.0,35.0,20.0,34.0,24.0,56.0,150.0,211.0,161.0,16.0,64.0,15.0,120.0,640.0,380.0,32.0,13.0,Oxford,www.miamioh.edu,1,OH,1,31,2,1,30420.0,48239.0,13533.0,13921.0,8750.0,9230.0,75,2747,8295,8092,16062,325,37,407,594,710,2,14433,571,203,2119,82.0,81.0,68.0,90,3837,7,71,120,110,0,3148,122,25,234,53500.0,104600.0,1140.0,1340.0,77.0,92.0,0.038881282,0.49995378,0.412302334,0.44776946,0.79094641,0.11950014800000001,0.474347025,231.0
Mississippi State University,42.0,120.0,43.0,7.0,9.0,17.0,61.0,115.0,10.0,11.0,86.0,45.0,31.0,130.0,77.0,64.0,25.0,22.0,7.0,24.0,336.0,221.0,26.0,7.0,Mississippi State,www.msstate.edu,1,MS,1,33,2,1,23582.0,36702.0,5732.0,6714.0,3752.0,4368.0,95,2827,8539,8882,15762,1659,109,266,4022,514,15,14744,301,130,772,64.0,61.0,31.0,82,3302,24,46,529,66,3,2512,39,27,56,47900.0,89100.0,960.0,1260.0,60.0,82.0,0.172332216,0.499834865,0.46173457799999995,0.454784075,0.814751289,0.113056473,0.47632507399999996,156.0
North Carolina State University at Raleigh,61.0,130.0,165.0,28.0,14.0,25.0,214.0,354.0,68.0,39.0,82.0,55.0,46.0,144.0,133.0,142.0,38.0,78.0,36.87304075,182.1128527,480.0,341.0,45.0,18.0,Raleigh,www.ncsu.edu,1,NC,1,11,2,1,23039.0,40558.0,11173.0,10191.0,5352.0,5422.0,64,2866,10816,13295,21990,2121,106,1628,2164,1488,27,22593,1035,812,4162,76.0,74.0,41.0,93,5664,16,296,332,261,2,4013,175,406,163,53800.0,101700.0,1700.0,1960.0,84.0,101.0,0.16046616,0.49473494,0.535040572,0.452559025,0.850154283,0.0916227,0.462065689,191.0
Stony Brook University,11.0,21.0,194.0,39.0,19.0,40.0,281.0,273.0,157.0,83.0,93.0,35.0,97.0,323.0,182.0,200.0,30.0,45.0,248.0,523.0,177.0,143.0,48.0,28.0,Stony Brook,www.stonybrook.edu,1,NY,1,21,2,1,24649.0,41889.0,16790.0,17356.0,7012.0,6983.0,75,2127,7690,9141,15481,1350,36,4704,1544,2382,27,9766,481,1938,4394,68.0,66.0,45.0,90,3952,5,932,273,399,7,1545,88,309,394,54300.0,108800.0,1690.0,2040.0,84.0,104.0,0.147560031,0.496313409,0.76732037,0.444174335,0.864430666,0.091385791,0.46644058899999996,179.0
Temple University,332.0,486.0,156.0,34.0,10.0,29.0,118.0,162.0,21.0,8.0,45.0,39.0,84.0,246.0,151.0,110.0,211.0,240.0,41.0,294.0,862.0,632.0,38.0,12.0,Philadelphia,www.temple.edu,1,PA,1,11,2,1,33048.0,44040.0,12465.0,16421.0,6911.0,9173.0,91,4075,14638,13971,25230,3355,50,3985,4501,2151,36,20494,1034,2635,3121,68.0,66.0,38.0,90,6133,9,536,747,341,11,3811,171,245,262,48800.0,90300.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.20719466600000003,0.499745689,0.66948929,0.455497954,0.815090386,0.08816088,0.489840359,172.0
Texas Tech University,129.0,212.0,98.0,15.0,16.0,17.0,97.0,104.0,27.0,25.0,53.0,21.0,38.0,163.0,135.0,91.0,47.0,92.0,2.0,32.0,555.0,434.0,57.0,29.0,Lubbock,www.ttu.edu,1,TX,1,12,2,1,23129.0,32921.0,11429.0,11581.0,7420.0,7090.0,68,3771,13107,16130,26412,2825,113,855,2082,7545,47,20989,930,269,3029,62.0,59.0,33.0,83,5203,15,114,273,1010,4,3381,178,17,211,53400.0,100600.0,1500.0,1790.0,73.0,89.0,0.174581803,0.494671514,0.6020023320000001,0.453033807,0.794319766,0.089479832,0.484748401,154.0
The University of Texas at Austin,353.0,780.0,372.0,92.0,56.0,120.0,497.0,612.0,167.0,111.0,200.0,120.0,69.0,284.0,638.0,438.0,90.0,219.0,83.0,383.0,634.0,508.0,109.0,69.0,Austin,www.utexas.edu,1,TX,1,11,2,1,25134.0,50724.0,21400.0,20992.0,7518.0,9115.0,62,4335,20603,19016,37925,1694,80,8742,1994,9948,64,22979,1636,574,4933,82.0,79.0,51.0,95,10165,30,1815,409,2163,15,4945,325,38,425,56900.0,107400.0,1730.0,2100.0,86.0,107.0,0.081860225,0.499210337,0.718003561,0.452766264,0.88045851,0.09136797099999999,0.443106427,212.0
University of Idaho,48.0,62.0,42.0,13.0,7.0,10.0,36.0,47.0,18.0,13.0,25.0,15.0,24.0,89.0,48.0,69.0,23.0,49.0,16.0,23.0,174.0,98.0,11.0,3.0,Moscow,www.uidaho.edu,1,ID,1,41,2,1,20640.0,35448.0,3126.0,3086.0,2137.0,2339.0,89,1393,4378,4738,7981,1132,92,165,157,1016,22,8307,387,460,766,57.0,54.0,25.0,80,1758,11,22,19,146,2,1380,63,33,82,49300.0,91700.0,1380.0,1730.0,66.0,87.0,0.21759988,0.499274999,0.45181236399999997,0.454790208,0.8583299329999999,0.089408907,0.465156678,136.0
University of Iowa,100.0,269.0,94.0,15.0,32.0,51.0,66.0,75.0,69.0,45.0,50.0,6.0,91.0,198.0,257.0,117.0,94.0,158.0,36.0,310.0,539.0,315.0,40.0,19.0,Iowa City,www.uiowa.edu,1,IA,1,13,2,1,21875.0,42113.0,12097.0,14125.0,9389.0,11782.0,85,3712,12130,11227,21478,1879,50,1238,959,1984,28,20558,720,1470,3837,71.0,70.0,48.0,85,4796,6,139,108,267,6,3288,90,397,495,50700.0,96700.0,1000.0,1320.0,67.0,85.0,0.147956853,0.49927404799999997,0.531308209,0.45130735200000005,0.856894665,0.11546234,0.449991129,189.0
University of Memphis,44.0,89.0,26.0,2.0,13.0,29.0,36.0,54.0,9.0,2.0,29.0,21.0,42.0,139.0,40.0,75.0,50.0,65.0,40.0,245.0,318.0,285.0,28.0,27.0,Memphis,www.memphis.edu,1,TN,1,11,2,1,24205.0,35917.0,6795.0,9876.0,2791.0,3841.0,97,2237,9875,6769,12545,4099,43,645,6982,832,23,10589,695,128,648,49.0,44.0,13.0,77,3037,7,74,1011,110,6,1695,90,5,39,45300.0,79800.0,1300.0,1700.0,61.0,82.0,0.371269488,0.48261664200000004,0.616724154,0.461976561,0.8160488090000001,0.08688338400000001,0.481033721,106.0
University of Nebraska-Lincoln,109.0,173.0,45.0,6.0,16.0,22.0,103.0,82.0,27.0,7.0,32.0,13.0,49.0,138.0,73.0,47.0,54.0,70.0,11.0,61.0,475.0,319.0,27.0,15.0,Lincoln,www.unl.edu/,1,NE,1,11,2,1,24245.0,38766.0,4566.0,5158.0,3511.0,3914.0,93,4295,9481,10701,19065,1117,54,576,649,1256,19,18962,651,569,2524,70.0,67.0,32.0,83,3657,14,73,58,140,3,2957,80,88,244,48700.0,91500.0,1000.0,1290.0,64.0,85.0,0.104571441,0.49819759,0.42235657600000004,0.45340585200000005,0.789167438,0.11476415,0.47345349200000003,169.0
University of New Mexico-Main Campus,28.0,40.0,35.0,4.0,37.0,75.0,131.0,181.0,21.0,8.0,40.0,22.0,115.0,330.0,111.0,132.0,93.0,109.0,76.0,266.0,281.0,241.0,31.0,24.0,Albuquerque,www.unm.edu,1,NM,1,11,2,1,21750.0,36339.0,5634.0,7545.0,3276.0,4358.0,96,2960,11826,9521,15985,5361,1416,945,633,11230,42,10289,866,510,1354,52.0,48.0,15.0,80,3830,188,111,90,1659,9,1520,147,59,47,45500.0,90000.0,950.0,1210.0,57.0,75.0,0.37616274299999997,0.494193558,0.68117955,0.44607564899999996,0.863112777,0.108597037,0.46847013,115.0
University of North Carolina at Chapel Hill,144.0,398.0,126.0,41.0,24.0,62.0,211.0,293.0,80.0,63.0,120.0,65.0,71.0,321.0,347.0,275.0,30.0,63.0,59.0,261.0,237.0,149.0,58.0,43.0,Chapel Hill,www.unc.edu,1,NC,1,13,2,1,24898.0,49980.0,12694.0,18449.0,3914.0,5596.0,55,2183,10725,7690,17705,710,144,2597,2294,1936,56,18042,1448,1008,1559,91.0,90.0,81.0,97,4525,24,420,345,342,5,2989,197,87,116,51200.0,96000.0,1810.0,2130.0,91.0,108.0,0.07414202,0.486445034,0.592467344,0.45368928299999994,0.8847247020000001,0.091557385,0.44390295700000004,262.0
University of North Texas,182.0,246.0,78.0,24.0,34.0,55.0,110.0,187.0,29.0,23.0,45.0,21.0,85.0,253.0,155.0,158.0,218.0,327.0,16.0,156.0,630.0,657.0,75.0,48.0,Denton,www.unt.edu,1,TX,1,12,2,1,22951.0,32743.0,7288.0,8965.0,4983.0,6418.0,53,2284,15817,14716,25851,4678,121,1908,4132,7556,44,17438,3258,368,2474,55.0,50.0,25.0,79,6439,21,288,683,1274,9,3272,598,65,229,46800.0,87000.0,990.0,1200.0,60.0,78.0,0.259511513,0.49936621700000006,0.721006603,0.45486877,0.827686767,0.111576784,0.48455274,130.0
University of Pittsburgh-Pittsburgh Campus,18.0,28.0,152.0,32.0,40.0,72.0,187.0,205.0,59.0,44.0,78.0,61.0,87.0,262.0,219.0,200.0,41.0,39.0,127.0,542.0,423.0,279.0,48.0,37.0,Pittsburgh,www.pitt.edu,1,PA,1,11,2,1,32782.0,43922.0,14442.0,16184.0,7719.0,8784.0,74,2847,9614,9294,17776,1132,19,2292,1336,909,10,19264,824,919,3076,81.0,80.0,64.0,92,4453,3,306,197,106,1,3488,123,50,179,52100.0,94400.0,1750.0,2020.0,87.0,105.0,0.112575075,0.499883226,0.5257368410000001,0.45831854299999997,0.862374199,0.09224721400000001,0.48945997799999996,225.0
University of Rhode Island,109.0,175.0,45.0,6.0,41.0,44.0,69.0,123.0,19.0,17.0,24.0,11.0,49.0,157.0,143.0,94.0,47.0,51.0,77.0,410.0,240.0,161.0,29.0,14.0,Kingston,web.uri.edu/,1,RI,1,21,2,1,28405.0,44395.0,8162.0,12204.0,5822.0,9158.0,93,2905,7418,6223,12638,1003,42,579,809,1400,5,11532,414,1265,567,63.0,60.0,41.0,84,3223,10,88,146,270,1,2271,95,312,30,50900.0,98100.0,1440.0,1740.0,22.0,26.0,0.136253824,0.496199185,0.500520076,0.449828703,0.863042265,0.029306629,0.475885045,164.0
University of Wyoming,30.0,45.0,27.0,5.0,5.0,10.0,62.0,89.0,12.0,13.0,53.0,17.0,28.0,89.0,56.0,76.0,20.0,34.0,20.0,212.0,169.0,148.0,12.0,9.0,Laramie,www.uwyo.edu,1,WY,1,33,2,1,19615.0,30775.0,2293.0,2361.0,2174.0,2279.0,93,1441,5176,4869,7866,2179,81,155,118,764,27,9279,366,1039,819,58.0,54.0,24.0,77,2159,10,24,26,129,5,1721,51,106,87,49700.0,92000.0,970.0,1235.0,64.0,81.0,0.339769603,0.49958270200000005,0.446941814,0.45544671700000006,0.855253308,0.11583924300000001,0.475484399,136.0
Western Kentucky University,78.0,111.0,55.0,8.0,8.0,19.0,49.0,69.0,12.0,21.0,35.0,24.0,20.0,86.0,80.0,81.0,37.0,74.0,63.0,300.0,252.0,219.0,21.0,17.0,Bowling Green,www.wku.edu,1,KY,1,13,2,1,20522.0,35402.0,3691.0,5266.0,3366.0,4937.0,93,2858,9889,7421,14559,2751,39,244,1786,594,20,15240,494,290,1356,54.0,50.0,25.0,72,2817,7,15,202,54,2,2358,50,22,107,43100.0,79100.0,870.0,1150.0,56.0,79.0,0.267351784,0.489864264,0.409285345,0.45660944600000003,0.8472377090000001,0.117495751,0.46461025200000006,129.0
Arizona State University-Tempe,141.0,244.0,314.0,73.0,52.0,52.0,348.0,458.0,66.0,32.0,104.0,28.0,126.0,307.0,531.0,302.0,302.0,415.0,5.0,67.0,1199.0,842.0,47.0,30.0,Tempe,www.asu.edu/,1,AZ,1,12,2,1,26263.0,42363.0,13898.0,11482.0,11341.0,9701.0,86,6528,18093,23735,36679,5149,645,3375,1836,8641,107,26156,1871,509,8844,62.0,59.0,38.0,86,9050,117,648,295,1605,16,5311,343,44,671,51400.0,96300.0,1030.0,1270.0,67.0,85.0,0.21589697600000002,0.49091465700000003,0.6845566820000001,0.45379671899999996,0.8230294909999999,0.11634229900000001,0.472487141,159.0
California State Polytechnic University-Pomona,42.0,107.0,144.0,20.0,5.0,11.0,97.0,120.0,52.0,40.0,64.0,39.0,40.0,110.0,107.0,140.0,72.0,87.0,19.0,87.0,845.0,756.0,31.0,16.0,Pomona,www.cpp.edu,1,CA,1,21,2,1,25547.0,36707.0,18153.0,15702.0,6198.0,7109.0,74,2640,9808,12349,18024,4133,52,5610,772,9248,32,4681,924,1039,1359,62.0,52.0,10.0,89,4795,8,1301,134,1638,7,1088,171,223,225,53600.0,108300.0,920.0,1200.0,61.0,82.0,0.303489916,0.493446337,0.7468094559999999,0.442927074,0.69932997,0.118447184,0.483939698,124.0
California State University-Chico,60.0,137.0,93.0,16.0,7.0,17.0,51.0,37.0,6.0,6.0,23.0,7.0,78.0,200.0,142.0,196.0,142.0,109.0,53.0,311.0,347.0,244.0,22.0,15.0,Chico,www.csuchico.edu,1,CA,1,13,2,1,23846.0,35006.0,9692.0,13068.0,5801.0,8640.0,76,2223,8458,7669,13890,2237,98,991,403,4811,26,7900,886,1330,775,60.0,56.0,17.0,84,3682,27,215,60,771,11,2007,156,328,107,52700.0,102000.0,890.0,1110.0,55.0,73.0,0.238956024,0.498834145,0.6996279129999999,0.449224012,0.8520289120000001,0.113117773,0.48202876,133.0
California State University-Los Angeles,154.0,222.0,113.0,20.0,9.0,28.0,76.0,148.0,24.0,13.0,21.0,14.0,77.0,236.0,239.0,451.0,87.0,120.0,122.0,658.0,499.0,530.0,50.0,24.0,Los Angeles,www.calstatela.edu,1,CA,1,11,2,1,23995.0,35155.0,12956.0,18899.0,8273.0,13431.0,87,2733,13717,9741,17416,6042,30,4095,1175,16166,25,2332,535,880,2442,46.0,36.0,7.0,84,5329,6,965,258,2932,7,538,111,227,285,47100.0,87300.0,780.0,990.0,45.0,61.0,0.382468509,0.485656525,0.619346372,0.455270846,0.838575117,0.106678038,0.482209427,89.0
California State University-Northridge,392.0,545.0,146.0,21.0,13.0,29.0,114.0,149.0,23.0,10.0,27.0,13.0,192.0,565.0,365.0,525.0,203.0,221.0,143.0,500.0,800.0,643.0,62.0,39.0,Northridge,www.csun.edu,1,CA,1,11,2,1,20489.0,31649.0,14952.0,19492.0,6631.0,9075.0,85,4615,19994,17194,29809,7379,63,4575,2073,17457,37,9972,1360,2182,3829,52.0,46.0,13.0,79,7714,7,903,398,2859,4,2307,240,430,566,47900.0,95200.0,790.0,1010.0,47.0,67.0,0.318112655,0.497178843,0.740004365,0.445375399,0.847471758,0.11208576199999999,0.47710102,111.0
